"Letter","ID","P1","P2","Cell","Sex","X","Y","Age","Animal","Synapses","Treatment","Category","Time"
"B","Concatenate076",-78.31774139,-56.34508514,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0
"B","Concatenate076",-67.59643555,-89.5690918,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.0833333333333333
"B","Concatenate076",-80.97598267,-94.40371704,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.166666666666667
"B","Concatenate076",-78.22940063,-58.69815063,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.25
"B","Concatenate076",-45.57559204,-89.52090454,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.333333333333333
"B","Concatenate076",-74.03725433,-78.30971527,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.416666666666667
"B","Concatenate076",-96.12233734,-65.60475922,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.5
"B","Concatenate076",-76.31803894,-58.61784363,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.583333333333333
"B","Concatenate076",-53.85549545,-67.89357758,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.666666666666667
"B","Concatenate076",-126.5033951,-90.49265289,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.75
"B","Concatenate076",-85.93107605,-63.34806824,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.833333333333333
"B","Concatenate076",-76.888237,-98.25054169,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,0.916666666666667
"B","Concatenate076",-81.59436798,-101.125618,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1
"B","Concatenate076",-59.66186523,-134.7351074,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.08333333333333
"B","Concatenate076",-69.90934753,-88.83024597,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.16666666666667
"B","Concatenate076",-85.58574677,-69.10625458,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.25
"B","Concatenate076",-55.40546799,-97.51972198,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.33333333333333
"B","Concatenate076",-71.09792328,-137.6262512,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.41666666666667
"B","Concatenate076",-87.28027344,-57.98339844,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.5
"B","Concatenate076",-67.97389221,-95.43971252,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.58333333333333
"B","Concatenate076",-83.08009338,-103.8320465,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.66666666666667
"B","Concatenate076",-88.82221222,-72.34272003,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.75
"B","Concatenate076",-57.0518074,-104.6592331,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.83333333333333
"B","Concatenate076",-63.18745041,-107.1327591,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,1.91666666666667
"B","Concatenate076",-79.21720886,-67.01017761,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2
"B","Concatenate076",-80.40578461,-71.86086273,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.08333333333333
"B","Concatenate076",-95.35137177,-83.14434052,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.16666666666667
"B","Concatenate076",-46.94888306,-130.5670471,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.25
"B","Concatenate076",-92.82162476,-140.4290466,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.33333333333333
"B","Concatenate076",-105.18927,-81.38555908,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.41666666666667
"B","Concatenate076",-68.18269348,-95.03816223,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.5
"B","Concatenate076",-55.8150444,-87.55332184,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.58333333333333
"B","Concatenate076",-86.85463715,-45.35072708,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.66666666666667
"B","Concatenate076",-107.9117661,-51.75941849,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.75
"B","Concatenate076",-46.26625443,-93.26332855,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.83333333333333
"B","Concatenate076",-51.35787201,-94.08248138,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,2.91666666666667
"B","Concatenate076",-80.34153748,-52.26536942,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3
"B","Concatenate076",-109.5340118,-82.67854309,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.08333333333333
"B","Concatenate076",-61.80612564,-97.20652008,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.16666666666667
"B","Concatenate076",-104.2657166,-65.20321655,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.25
"B","Concatenate076",-108.1125336,-111.1642914,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.33333333333333
"B","Concatenate076",-59.99916458,-57.55775833,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.41666666666667
"B","Concatenate076",-39.11871719,-156.9165649,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.5
"B","Concatenate076",-93.15089417,-145.030777,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.58333333333333
"B","Concatenate076",-80.72702789,-63.02682877,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.66666666666667
"B","Concatenate076",-61.53307343,-104.2576828,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.75
"B","Concatenate076",-82.14849854,-66.27935791,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.83333333333333
"B","Concatenate076",-64.72135925,-130.0289764,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,3.91666666666667
"B","Concatenate076",-41.98576355,-117.6693573,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4
"B","Concatenate076",-58.24038696,-90.58901978,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.08333333333333
"B","Concatenate076",-114.577446,-98.70830536,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.16666666666667
"B","Concatenate076",-77.06491852,-127.1137466,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.25
"B","Concatenate076",-85.11994934,-79.01643372,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.33333333333333
"B","Concatenate076",-108.0964737,-65.98221588,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.41666666666667
"B","Concatenate076",-94.29931641,-82.70263672,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.5
"B","Concatenate076",-115.1235504,-72.39894104,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.58333333333333
"B","Concatenate076",-77.29781342,-115.7499619,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.66666666666667
"B","Concatenate076",-66.97805023,-123.130394,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.75
"B","Concatenate076",-111.0197372,-97.59200287,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.83333333333333
"B","Concatenate076",-53.34151459,-151.6081085,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,4.91666666666667
"B","Concatenate076",-207.7684937,-82.64642334,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5
"B","Concatenate076",-163.8793945,-174.2553711,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.08333333333333
"B","Concatenate076",-142.3082886,-145.3600464,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.16666666666667
"B","Concatenate076",-176.0061188,-106.4260406,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.25
"B","Concatenate076",-159.2776642,-165.3811798,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.33333333333333
"B","Concatenate076",-146.5887756,-160.01651,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.41666666666667
"B","Concatenate076",-139.6580811,-116.4647141,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.5
"B","Concatenate076",-147.6488647,-164.1283569,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.58333333333333
"B","Concatenate076",-66.70500183,-202.8134003,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.66666666666667
"B","Concatenate076",-119.7092133,-127.6437836,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.75
"B","Concatenate076",-64.11100769,-191.6744843,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.83333333333333
"B","Concatenate076",-164.2969971,-61.7579422,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,5.91666666666667
"B","Concatenate076",-110.9956436,-167.7583466,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6
"B","Concatenate076",-156.8844452,-93.40788269,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.08333333333333
"B","Concatenate076",-89.27997589,-89.89032745,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.16666666666667
"B","Concatenate076",-81.12054443,-74.40667725,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.25
"B","Concatenate076",-75.05718231,-170.88237,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.33333333333333
"B","Concatenate076",-67.71689606,-161.1006927,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.41666666666667
"B","Concatenate076",-56.88315964,-66.64878082,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.5
"B","Concatenate076",-76.30197906,-83.01584625,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.58333333333333
"B","Concatenate076",-89.36831665,-96.6925354,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.66666666666667
"B","Concatenate076",-75.32220459,-100.3466187,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.75
"B","Concatenate076",-51.31771851,-146.5325623,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.83333333333333
"B","Concatenate076",-51.63895416,-87.64969635,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,6.91666666666667
"B","Concatenate076",-58.92301941,-129.7238007,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7
"B","Concatenate076",-46.6276474,-74.09346771,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.08333333333333
"B","Concatenate076",-66.77728271,-61.28411484,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.16666666666667
"B","Concatenate076",-71.97329712,-82.95962524,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.25
"B","Concatenate076",-53.92777252,-92.99027252,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.33333333333333
"B","Concatenate076",-67.76508331,-108.0482864,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.41666666666667
"B","Concatenate076",-57.22045898,-124.9694824,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.5
"B","Concatenate076",-62.14342499,-154.9168701,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.58333333333333
"B","Concatenate076",-63.09910965,-86.90281677,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.66666666666667
"B","Concatenate076",-60.92272186,-59.70201874,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.75
"B","Concatenate076",-51.03663254,-65.68507385,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.83333333333333
"B","Concatenate076",-141.8906708,-62.54497147,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,7.91666666666667
"B","Concatenate076",-91.43227386,-114.0152817,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8
"B","Concatenate076",-81.50602722,-82.11637878,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.08333333333333
"B","Concatenate076",-49.00480652,-127.7401581,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.16666666666667
"B","Concatenate076",-54.97179413,-171.5489502,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.25
"B","Concatenate076",-54.89951706,-101.8965836,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.33333333333333
"B","Concatenate076",-63.78976822,-100.4108658,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.41666666666667
"B","Concatenate076",-48.18564987,-106.1690445,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.5
"B","Concatenate076",-77.3700943,-70.04587555,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.58333333333333
"B","Concatenate076",-55.53396225,-61.63747787,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.66666666666667
"B","Concatenate076",-52.62675858,-77.65117645,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.75
"B","Concatenate076",-63.72552109,-77.76361084,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.83333333333333
"B","Concatenate076",-94.57236481,-66.49619293,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,8.91666666666667
"B","Concatenate076",-61.04318619,-60.43283463,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9
"B","Concatenate076",-73.75616455,-83.52178955,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.08333333333333
"B","Concatenate076",-49.92033386,-70.06193542,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.16666666666667
"B","Concatenate076",-46.80432892,-96.85315704,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.25
"B","Concatenate076",-59.05151367,-109.7106934,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.33333333333333
"B","Concatenate076",-88.50901031,-76.30197906,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.41666666666667
"B","Concatenate076",-55.76685715,-65.53248596,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.5
"B","Concatenate076",-48.22580338,-77.52268219,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.58333333333333
"B","Concatenate076",-48.39445496,-60.60148621,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.66666666666667
"B","Concatenate076",-136.1003723,-97.64821625,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.75
"B","Concatenate076",-93.35969543,-115.9427032,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.83333333333333
"B","Concatenate076",-45.6639328,-74.35045624,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,9.91666666666667
"B","Concatenate076",-59.86264038,-58.64193726,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10
"B","Concatenate076",-124.1663895,-80.83142853,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.0833333333333
"B","Concatenate076",-47.02116394,-125.1461639,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.1666666666667
"B","Concatenate076",-56.19249725,-100.7481613,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.25
"B","Concatenate076",-58.61784363,-116.6012421,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.3333333333333
"B","Concatenate076",-132.8879852,-76.73564911,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.4166666666667
"B","Concatenate076",-73.23415375,-59.19607162,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.5
"B","Concatenate076",-56.47358322,-72.34272003,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.5833333333333
"B","Concatenate076",-78.45426941,-52.81950378,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.6666666666667
"B","Concatenate076",-97.47153473,-59.62974167,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.75
"B","Concatenate076",-60.11159897,-61.94265366,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.8333333333333
"B","Concatenate076",-59.93491745,-89.23178864,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,10.9166666666667
"B","Concatenate076",-48.45870209,-58.22432709,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11
"B","Concatenate076",-71.35491943,-60.97893906,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.0833333333333
"B","Concatenate076",-59.31653595,-62.36829376,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.1666666666667
"B","Concatenate076",-67.55628204,-76.10120392,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.25
"B","Concatenate076",-61.66960144,-96.4596405,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.3333333333333
"B","Concatenate076",-44.53960037,-54.30522537,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.4166666666667
"B","Concatenate076",-64.76954651,-92.84571838,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.5
"B","Concatenate076",-73.04944611,-77.32190704,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.5833333333333
"B","Concatenate076",-62.69755936,-123.7327194,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.6666666666667
"B","Concatenate076",-47.2058754,-81.99591064,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.75
"B","Concatenate076",-73.9569397,-78.8397522,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.8333333333333
"B","Concatenate076",-56.24068451,-79.43404388,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,11.9166666666667
"B","Concatenate076",-55.53396225,-57.9753685,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12
"B","Concatenate076",-56.98756027,-172.3440094,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.0833333333333
"B","Concatenate076",-51.5104599,-83.85909271,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.1666666666667
"B","Concatenate076",-108.8915405,-60.06341171,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.25
"B","Concatenate076",-52.45008087,-70.15027618,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.3333333333333
"B","Concatenate076",-57.02771759,-94.2591629,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.4166666666667
"B","Concatenate076",-43.96137619,-57.99946213,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.5
"B","Concatenate076",-74.52713776,-72.08573151,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.5833333333333
"B","Concatenate076",-79.77937317,-132.8799591,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.6666666666667
"B","Concatenate076",-88.1235199,-57.60594559,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.75
"B","Concatenate076",-85.47331238,-176.4156952,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.8333333333333
"B","Concatenate076",-55.07619858,-121.6045151,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,12.9166666666667
"B","Concatenate076",-119.0988617,-109.3332367,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13
"B","Concatenate076",-61.46079636,-93.80942535,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.0833333333333
"B","Concatenate076",-78.8397522,-53.20498657,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.1666666666667
"B","Concatenate076",-52.36174011,-57.24455261,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.25
"B","Concatenate076",-57.95930481,-171.4846954,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.3333333333333
"B","Concatenate076",-76.38228607,-122.7690048,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.4166666666667
"B","Concatenate076",-50.49856186,-87.11965179,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.5
"B","Concatenate076",-70.1181488,-65.2353363,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.5833333333333
"B","Concatenate076",-73.04944611,-105.3980789,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.6666666666667
"B","Concatenate076",-79.0485611,-56.46554947,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.75
"B","Concatenate076",-120.3195648,-95.29515076,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.8333333333333
"B","Concatenate076",-81.25706482,-120.9299164,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,13.9166666666667
"B","Concatenate076",-132.8558655,-133.466217,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14
"B","Concatenate076",-80.83142853,-125.9974442,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.0833333333333
"B","Concatenate076",-103.4786835,-63.19548035,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.1666666666667
"B","Concatenate076",-65.39595795,-95.91353607,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.25
"B","Concatenate076",-90.07504272,-87.02328491,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.3333333333333
"B","Concatenate076",-87.08753204,-121.8775711,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.4166666666667
"B","Concatenate076",-110.810936,-94.33144379,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.5
"B","Concatenate076",-46.45096588,-138.0037079,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.5833333333333
"B","Concatenate076",-63.54080963,-128.8484344,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.6666666666667
"B","Concatenate076",-79.13690186,-152.3790894,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.75
"B","Concatenate076",-150.3070984,-143.5932312,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.8333333333333
"B","Concatenate076",-93.92989349,-184.8722687,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,14.9166666666667
"B","Concatenate076",-89.88230133,-80.72702789,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15
"B","Concatenate076",-77.33796692,-109.0762482,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.0833333333333
"B","Concatenate076",-106.0887375,-132.3338623,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.1666666666667
"B","Concatenate076",-130.0048828,-72.63183594,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.25
"B","Concatenate076",-53.87155533,-164.3451843,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.3333333333333
"B","Concatenate076",-97.39122772,-63.21154022,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.4166666666667
"B","Concatenate076",-92.06671143,-108.5462036,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.5
"B","Concatenate076",-75.60328674,-71.33082581,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.5833333333333
"B","Concatenate076",-57.47744751,-106.9159241,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.6666666666667
"B","Concatenate076",-74.04528046,-112.4974289,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.75
"B","Concatenate076",-61.87037277,-77.12916565,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.8333333333333
"B","Concatenate076",-89.97064209,-128.4227905,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,15.9166666666667
"B","Concatenate076",-75.9646759,-66.1990509,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16
"B","Concatenate076",-88.70175171,-111.8951111,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.0833333333333
"B","Concatenate076",-75.95664215,-92.43613434,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.1666666666667
"B","Concatenate076",-61.2760849,-83.24874115,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.25
"B","Concatenate076",-23.94023705,-102.6755905,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.3333333333333
"B","Concatenate076",-39.96999741,-89.40847015,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.4166666666667
"B","Concatenate076",-38.47624207,-54.95573425,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.5
"B","Concatenate076",-51.18119049,-39.5845108,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.5833333333333
"B","Concatenate076",-44.0416832,-55.02801132,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.6666666666667
"B","Concatenate076",-54.97982788,-61.69369507,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.75
"B","Concatenate076",-38.63685989,-56.33705521,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.8333333333333
"B","Concatenate076",-33.32840729,-62.62528229,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,16.9166666666667
"B","Concatenate076",-26.10859108,-77.98847198,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17
"B","Concatenate076",-21.82006836,-68.20678711,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.0833333333333
"B","Concatenate076",-39.76119232,-68.44771576,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.1666666666667
"B","Concatenate076",-39.81740952,-31.27248573,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.25
"B","Concatenate076",-40.93370819,-59.85460663,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.3333333333333
"B","Concatenate076",-52.07262421,-45.96910858,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.4166666666667
"B","Concatenate076",-47.30224609,-74.15771484,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.5
"B","Concatenate076",-44.13805389,-50.85192108,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.5833333333333
"B","Concatenate076",-48.7879715,-67.09851837,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.6666666666667
"B","Concatenate076",-54.29719543,-53.07649231,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.75
"B","Concatenate076",-26.92774773,-63.54883957,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.8333333333333
"B","Concatenate076",-50.65917969,-49.43847656,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,17.9166666666667
"B","Concatenate076",-35.59313202,-52.68297577,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,18
"B","Concatenate076",-44.78856277,-45.39891434,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,18.0833333333333
"B","Concatenate076",-62.03902435,-63.25972748,"2.1.1","Male",NA,NA,75,2,"Glutamate","Cre",1,18.1666666666667
